asin,Review ID,Title,Body,Rating
B0746WZKDG,R23UDAGN22VFXZ,"
great color
","
love these
",5.0
B0746WZKDG,R1N93VX5LLAXD4,"
Good
","
Good
",5.0
B0746WZKDG,R2PHKJ540QDSEY,"
Just wished some one made worms like this with reinforced tails since if a big one ...
","
Can be deadly.  Just wished some one made worms like this with reinforced tails since if a big one doesn't hit, small bass, pickerel, perch and crappies will often follow it to the boat repeatedly nipping at the tail and often taking it off.
",4.0
B0746WZKDG,R2DRS6N5QIPLCK,"
Awesome
","
Awesome worms that the fish love! I have used PowerBait worms for many years and they've never disappointed me. They keep that bass hanging on long enough for me to set the hook. I'm a little slow on the draw so this means a lot.
",5.0
B0746WZKDG,R2ZOAMCJ4JXX2X,"
Great
","
They are two piece. The green tail sometimes comes off. However, bass love them and you can texas rig them or swim them.
",5.0
B0746WZKDG,R2TCUECI8ODXVN,"
pleased
","
worth the money. Decent quality
",5.0
B0746WZKDG,R1V8NBEA1685K3,"
For my dad
","
My dad swears that if he could only use one bait in the world it would be this one..so I guess it works.
",4.0
B0746WZKDG,R2SUEWF127FHCC,"
Fishing
","
Great bait
",4.0
B0746WZKDG,RSI51HCM8269Y,"
Great Worms for Big Bass
","
Great Product...used before
",5.0
B0746WZKDG,R2H7ICOEWAEWHZ,"
Works great
","
These worked great, I went fishing and caught a 6 pound bass the first time I used it.
",5.0
B0746WZKDG,R2RIOO9TXPRM1K,"
I have had good success with these worms
","
I have had good success with these worms. I use them with a 4/0 hook to catch largemouth bass. I've had good success with other Berkley PowerBait products, too.
",4.0
B0746WZKDG,R2J1LSPNN7ZRML,"
work really well !!!
","
These things work and they're tough. They  don't tear easily. The glitter inside sparkles well in sunlight. I caught three large bass and a 30"" alligator gar before I had to rebait. The gar tore it up pretty good. Nasty fish.
",5.0
B0746WZKDG,R3SPVF4FVALGXW,"
love the rigging options
","
Berkley power baits are great soft plastic - green pumpkin and u tail
",5.0
B0746WZKDG,R39HKVQD0ZMIXX,"
Four Stars
","
greatest large mouth bass lure bait ever
",4.0
B0746WZKDG,R1OZDUUEGEV1DH,"
That they catch fish
","
After a few strikes the tail gets torn off
",5.0
B0746WZKDG,R20B5A4Z8ENO98,"
Watermelon is by far the best for summer small lake bass in NW Montana
","
Watermelon is by far the best for summer small lake bass in NW Montana. Works like a charm texas rigged around lily pads and docks
",5.0
B0746WZKDG,R23ZR4LWOKPCPI,"
working good for saltwater
","
Used for fluke fishing 3 times. think it works better than gulp mullet 4""~5"".
",5.0
B0746WZKDG,RYL5YNL5DIFFB,"
Really dark colored worms
","
No dark not enough red
",3.0
B0746WZKDG,R3E9IFGHKZVST5,"
Awesome
","
Rare to find, awesome for fishing largemouth bass
",4.0
B0746WZKDG,ROSK8AFPYP5J7,"
Best plastic worm out there
","
This color is absolutely amazing. The Power Worm is always my go-to work for Largemouth Bass. The ribbon like tail can get even the most turned off bass interested in striking. A++ all the way!!
",5.0
B0746WZKDG,R2X9Y47LOTL794,"
Ad picture is completely OFF
","
The picture is wrong! I ordered ""Watermelon Red Glitter""... They did sent me the bag labeled ""Watermelon Red Glitter"".... But it turns out to be something completely different. The pattern is wrong, the color is also much darker than what's on the picture.What's in the bag looks pretty much like ""Watermelon Purple Red Fleck"".... not something I want.
",1.0
B0746WZKDG,R1RSLNZB3Z55JQ,"
color
","
like
",5.0
B0746WZKDG,R1V5B8A57HUJSQ,"
A
","
A1
",5.0
B0746WZKDG,R1X4XVYN6L7FZD,"
Five Stars
","
As listed in a color and size I like
",5.0
B0746WZKDG,RJ5EYTEOUNIPI,"
Big Bass Bait!
","
Same as above baits they do catch big bass.
",5.0
B0746WZKDG,R181SJQQY801XY,"
Awesome
","
Exactly as expected!
",5.0
B0746WZKDG,R2HF4H45GXC5C0,"
Five Stars
","
great
",5.0
B0746WZKDG,R3W3XYK0OE1GCM,"
I have used these and continue to use these all ...
","
I have used these and continue to use these all the time for largemouth bass they never let me down.
",5.0
B0746WZKDG,RSE64ZQ64WM4D,"
yummy to them LMBass!
","
Now these boys here are I guess yummy when it comes to LMbass cuz they can't get enough of them!
",5.0
B0746WZKDG,RVC0BGR9Q28YW,"
Five Stars
","
Awesome bait !!!!
",5.0
B0746WZKDG,RZO22SKI8Q0ZZ,"
Five Stars
","
as advertised, one of my go-tos for tx riggin
",5.0
B0746WZKDG,R326A7ZUO2XDK,"
8 lbs 2 oz,,,Sweet. Ordering more today!!!
",,5.0
B0746WZKDG,R3M73Z4WAL2D30,"
Five Stars
","
A
",5.0
B0746WZKDG,R1IVBAFJ2S77ET,"
Five Stars
","
Cool can wait to start using it
",5.0
B0746WZKDG,R1XPSOUL18PJVB,"
Love them
","
Texas rig with this bad boy and catch you some hogs
",5.0
B0746WZKDG,R1GC0YRRQFMDH8,"
*****
","
works for me
",5.0
B0746WZKDG,ROHEJTVU2A4AT,"
Five Stars
","
Works as advertised - haven't caught anything with it yet.
",5.0
B0746WZKDG,R1V9CF5DLA4PLJ,"
good worms
","
Berkley always catches something, good worms
",5.0
B0746WZKDG,R2TSDKIPHBLGPO,"
Will order again
","
As advertised and fast shipping
",5.0
B0746WZKDG,R1JQWSKXKKSV2H,"
BIG BASS
","
GREAT color
",5.0
B0746WZKDG,R23H97FHM5F1FV,"
Manufacturers package was open, Item extremely discolored
","
This item arrived open and extremely discolored. I question that it’s the right item however the label is correct. It is also curiously not eligible for return even though it arrived just yesterday. They know what they’re doing. Will not purchase again.
",1.0
B0746WZKDG,R3UG4UJYB0G6WG,"
Five Stars
","
Bass love em
",5.0
B0746WZKDG,R272T1FYWY7QH9,"
Five Stars
","
Like
",5.0
B0746WZKDG,R2ZA6UOIN9EY0C,"
durability
","
Yellow tail broke off after about 5 cast on each one
",1.0
B0746WZKDG,R3IQYIS5BISW1R,"
Pretty disappointed
","
Everything came in a timely manner but I bought two different packs and just got two random colors that I did not choose and that deserves one star to me
",1.0
B0746WZKDG,R5HXUHSOLQSM5,"
Action is incredible
","
I like how pliable they are and the action of the bait.  They have a real true to life action.
",4.0
B0746WZKDG,R1UBOEC9834J4E,"
Terrible product - keeps getting stuck on fish.
","
I bought this item to cast out into the local ponds to practice making crawdads swim, and I don't know what's happening, but every time I use it, it keeps getting stuck on fish. It doesn't even matter how I'm using the Chigger Craw. Weightless, Texas rigged, or even with a swimbait setup - it's still the same thing over and over again. I cast it out, practice making the thing swim, and it gets caught on a bass. This is getting a little ridiculous.Seriously, what gives? Can't a guy practice making a fake crawdad swim in peace without fish getting stuck on it over and over again? And it's not like they're little fish, either. Big fish. Even a 5.4 pound largemouth bass was stuck on it the other day. You people at Berkley ought to be ashamed of yourselves!
",5.0
B0746WZKDG,R2654WN2LTI9I9,"
Grass pig for the win
","
These Berkley grass pig plastics are very effective for walleye during the spring and summer when fished with a jig.Their life like appearance and durable construction make it my go to bait when fishing for walleye in northeast Wyoming.
",5.0
B0746WZKDG,RN1XP1F0UR1L7,"
great for skipping docks and other color
","
rig these weedless and skip them under mangroves or under docks. Jacks and snook love them. Jumped a few tarpon when they roll around the boat.
",5.0
B0746WZKDG,R2Z4EFATW2MH9Z,"
NEVER FAILS
","
It's powerbait. Of course it works! I never used to fish for bass with plastics until I was taught how to use a Texas rig and picked up some of the 7"" power worms. All I used was hard baits and even then I only had faith in a few of them. These worked so many times for me in every situation, I ALWAYS have one Texas rigged on my bait caster. I caught my first bass on a plastic with one of these, and my biggest bass yet on it, a 6.3lber. Two things berkley makes that I never fish fresh OR saltwater without: GULP, and POWERBAIT
",5.0
B0746WZKDG,RY2V20AOAWUJO,"
Great Product, Will Buy Again
","
Works great, bass love them. Great bait for murky water.
",5.0
B0746WZKDG,R1F66K0DCQHLO1,"
BUY PUMPKINSEED
","
My go to bait. It seems like whenever I change lures I'm always going back to pumkinseed
",5.0
B0746WZKDG,R2XV8HGU9RAHPK,"
Better than a stickbait
","
I prefer these ribbon worms to a stick bait 9 out of 10 times.  They have great movement when you are reeling them back, but also work well as a slow finesse lure.If I don't know whether I'd like to have an active or passive presentation for the fish, I like to tie these on.  That way I have the option to do both without retying
",5.0
B0746WZKDG,RNF2Y9DODVT4B,"
Great fish bait
","
Price good catches fish
",5.0
B0746WZKDG,R1JB95PL9NZSYN,"
Thank you
","
I ordered one pack and got several. Not sure why but thank you ..
",5.0
B0746WZKDG,R20GDY462F07LI,"
Perfect
","
Exactly what I ordered
",5.0
B0746WZKDG,R6NZ49WENRGC8,"
You might think it too long but it’s not!
","
This worm will surprise you. Bass seem to suck it down! Use a #4 wide gap hook and no sinker, toss it any where. Your going to catch the big fish only so be aware of that. Big worm, big bass.
",5.0
B0746WZKDG,RKMGN3E1IX4W6,"
Product as described
","
Love these
",5.0
B0746WZKDG,R2NTACH50D7MQ7,"
color
","
great color,size and style. Oldie but goldie!
",5.0
B0746WZKDG,R3KO7CJYT96ATO,"
They are great!
","
They are great and love the color.  I had a large bass rip my first one in half. I am still working on that big guy!
",5.0
B0746WZKDG,R2LBUFY68WYCX9,"
Powerbait
","
Good Worms
",5.0
B0746WZKDG,R3C1O433XI7MQG,-,"
Great product
",5.0
B0746WZKDG,RDY60X6X5ML0,-,"
as advertised
",5.0
B0746WZKDG,R32FG5P3IT9MJO,-,"
Have no issues here.Excellent service always!
",5.0
B0746WZKDG,RC4DR23952YU6,-,"
excelente producto
",5.0
B0746WZKDG,R2ORX2RLWXFC99,-,"
Great product, as advertised.
",4.0
B0746WZKDG,RWKOZEFNTV3J,-,"
Awesome bait. Caught bass, walleye, carp, and catfish. Will buy more!
",5.0
B0746WZKDG,RD0H63DDFGWEV,-,"
Bueno
",5.0
B0746WZKDG,R2Z3VLA8HZ9L73,-,"
Manyak bi kurt levrek katili
",5.0
B0746WZKDG,R1PG0J72C3266L,-,"
Perfect.
",5.0
B0746WZKDG,R2XGPRYKXNVHJ8,-,"
Excelente para pesca de Lubina / Robalo, funciona muy bien en agua dulce de profundidad media o baja, lo recomiendo ampliamente.
",5.0
B0746WZKDG,R3I59VV64OG5WW,-,"
llego muy despintado el color, se suponía que era June bug pero parece mas brown
",2.0
B08BBY4RYD,RI14K3WSQO8QO,"
Very small
","
Smaller than it looks
",2.0
B08BBY4RYD,R1GZ8T4B223FDC,"
Expect about half to not have a tail. On a paddletail...
","
Showed up in a broken box with a bunch of the plastics missing parts.
",1.0
B08BBY4RYD,R2ZSKEE99RZ9EO,"
Do Not Waste Your Money
","
Not sure what you could fish for with these plastics.  I have never seen any this small.  Not even sure if you could put them on a hook.  One  star cause I had to select a star.
",1.0
B08BBY4RYD,R34WIVFZA7N64F,"
Seller doesn't know how to count to 100 !
","
Product was good ! Ordered 100 pieces ! Whoever fulfilled my order doesn't know how to count because I only received 28 pieces. Wow just wow ! As always Amazon stands by what they say and went above and beyond and gave me a full refund !
",1.0
B08BBY4RYD,R12PRNZQBEMWDT,"
Small
","
Smaller than I expected
",2.0
B08BBY4RYD,RKABPBWTK7CHR,"
Looks can be deceiving
","
Way to small for bass not caught a thing on these
",1.0
B08BBY4RYD,RDCMEYR7R5L9F,"
Smaller than they seem
","
Closer to a 2 inch than a 3 inch seems like nice plastic and has a strong scent smells like garlic.
",3.0
B08BBY4RYD,R3EKHI6NRBMP4P,"
Has a plastic smell but works
","
I caught a lincod using this lure. The pro is that it's stay on the hook pretty well compare to my other soft lures. Cons is the plastic smell..
",3.0
B08BBY4RYD,R1271JMP3FF1RF,"
Awesome
","
nice quality...doesnt feel cheap...love these bait
",5.0
B08BBY4RYD,R286VSRXKGLG9N,"
As advertised
","
As advertised
",5.0
B08BBY4RYD,R2MCSU33DCHEUN,"
Great value
","
Couldn't get the same anywhere else
",5.0
B08BBY4RYD,RV22LOJ7JRCV8,"
This is a great option to the more expensive brands
","
Got these for my son. He loved them. Fish just like normal lures
",5.0
B08BBY4RYD,R3FXNUSZIFHDV0,"
They out fished minnows more often then not
","
Love these little swim baits just started using them they were even enfused with a shad scent or something
",5.0
B08BBY4RYD,R20KQNV31WIDWD,"
Great fishing lures!
","
Very well made! A variety of soft lures with different colors come in this kit. This product is of great quantity. I am very happy with these lures.
",5.0
B08BBY4RYD,R1Q9KILYHQ2XGX,"
Do not buy
","
Tiny, thin, add more money and buy any good brand paddle tails/ swim baits USA BRANDS.. do not buy they are very misleading they are 1/2 the size they advertise (length and width).The negative reviews aren't lying.
",1.0
B08BBY4RYD,R2T7VKTTG1ZPW,"
Way smaller than expected
","
Crazy color patterns and super small. 2.5 inch is my estimate. Crappie sized swimbaits. They come in a nice box and each color is wrapped in a baggie that is open on one end. This means lots of bent tails and they slip out of the bags and go everywhere. They do get bites and work fine if you're cheap and don't want to pay for the real thing. The box is nicer than the baits.
",4.0
B07SR1PT98,R1CX0V8GHR1WJ9,"
They catch fish
","
fishing.
",5.0
B07SR1PT98,R27WKD11SUHEER,"
For the price, durable with good action
","
Update 7/8/22Prices have come back down to reasonable competitive rates. At $14-$15 (4"" 20ct), they are back to a pretty good value.I've been fishing with these for over a year now and have caught too many largemouth bass to count with the same two 20ct packages. I occasionally switch to Keitech and Strike King every now and then, but the Runcl swimbaits last a good bit longer than the others. Well worth a try at the current prices!--------------------------------I would suggest to shop around before you buy these. The prices have increased about 40-50% from what they were sold for last year. At $12, the 4"" sized swimbaits were a great value. currently, they are price gouging because of the trending demand the past low price reviews have brought in.Since they are now priced about the same (per each bait) as all other major brands such as Keitech, Strike King, and Googan Squad, which all have better action and quality, I would pass on these until the prices go back down. These are generic swimbaits that should be priced as such for the average quality that you get. It doesn't make any sense paying for generic at brand name prices. Me and my friends used to buy these at $11.99... now some colors cost over $19! I'd pass.
",4.0
B07SR1PT98,R3EJEY9UJ33NGD,"
Quantity 20 only received 10 package damaged shipping envelope undamaged
",,5.0
B07SR1PT98,R2AKM2U9S4Y0A0,"
Took a gamble that paid off.
","
Wasnt sure about the quality or the color of these baits at first... Sure am glad I took the risk. Fished these a ton of different ways this past summer, all with success. Surprisingly durable. I lost a few tails to fish chomps, and cracked a few more on some big old bass, but at that point it's worth it. Still have plenty left, and will have some leftover for early next year. Fantastic as a trailer.
",5.0
B07SR1PT98,R2EMLRZ3FXSJMZ,"
They work well
","
Good value
",4.0
B07SR1PT98,RKX1S7E62LA49,"
Slow Delivery
","
Good
",5.0
B07SR1PT98,R2B2PAP4HLWM9V,"
Nice item
","
Very durable.
",5.0
B07SR1PT98,R26I6Z3Z1WF72,"
Not a bad buy overall for the amount you get
","
The product is just as it notes in the description. For the price you pay it is about average. The one sticking point is that the tails don’t last as long as I would expect them to. The do tear off after an good handful of casts. For this I give it an average wrecker overall. The good thing is that it has caught me some fish as the colors work great for bait fish or shad!
",3.0
B07SR1PT98,R2YBRDYQZ6PP3A,"
Will do future orders
","
Was very satisfied
",5.0
B07SR1PT98,RPH2OIR7IZ8AQ,"
it catches the fish
","
Freakin works
",5.0
B07SR1PT98,R13BFRI4T653KP,"
Work great with my 2/0 hooks
","
Work great with my 2/0 hooks
",5.0
B07SR1PT98,R3BNM86YMFLJSV,"
great for my jigs
","
I like to take this tail and apply it to a red and black or brown skirted jig with weed guard. always seems to get the bass.
",5.0
B07SR1PT98,R1V9S5GXLNEAYY,"
Great bait
","
Bought bait to catch fish on river. These baits work as good as the high dollar baits. My wife used them and caught several bass on our last trip.
",5.0
B07SR1PT98,R34U0NP9Z8OOY0,"
Bass smacked em!
","
Great on a drop shot for bass.
",5.0
B07SR1PT98,R2A700DU2Y5C00,"
Catch fish..
","
Every kind of fish. Multi species bait.
",4.0
B07SR1PT98,R3P3IKXC0JJGXZ,"
Very small
","
Ordered these in a 3inch to mimic keitech baits. They are Itty bitty for 3 inches. I'm going to end up drop shooting them can not use on a swimbait head unfortunately
",3.0
B07SR1PT98,R1M600A8XHPIV1,"
Fine
","
Durable
",4.0
B07SR1PT98,RSSW2TZ7JK00U,"
Odd chemical smell
","
These are a great price. And good movement. And everything works great. However, these smell like they were made with the worste chemicals ever. If you have ever smelled good soft plastics you know they have a salty smell. These have none of that. I've used these for trailers in spots where I've used other brands and caught multiple bass. Since getting these for trailers no bites. I like the price if you have some scent would be good for these.
",2.0
B07SR1PT98,RQ5ANI1DK9H,"
Stripers went nuts for these
","
Use this past weekend in NE area for stripers. Landed a few 30+ using these
",5.0
B07SR1PT98,R2F9A0Y9BM2WB8,"
hands down, one of my go-to's for jigging
","
I personally ordered the white pearl color, and the swimming motion and presentation is flawless on a standard jighead. The very first one I used lasted me the entire day even after multiple bowfin and crappie (i probably could have changed it out, but i really wanted to test it's durability). I'm not sure if it is just the white pearl color or others, but these worms will want to try to dye different colors if they are places next to other colored plastics, so keep them separate from other worms! That is really the only downside to them that i see at this time after multiple uses. I will for sure order more in the future
",5.0
B07SR1PT98,R3T2UH18BSIYT8,"
Worked as described
","
Good product
",5.0
B07SR1PT98,R2KVUVJQ2ZW940,"
Undersized
","
Fine for small streams. Undersized, lengwas correct diameter too small
",3.0
B07SR1PT98,R2K05A1DKXALHD,"
Great but a little pricey
","
Swimbaits are great but a little pricey.
",5.0
B07SR1PT98,R235JZERVOX0P2,"
Just what I was looking for.
","
Haven't had a chance to try yet but is just what I was looking for. I've got my hopes up on getting the big one. 👍🤗
",5.0
B07SR1PT98,R1DEP3LT7XZJRU,"
Best Lure in my tackle box
","
I've been fishing in the local ponds around central Ohio this spring with limited success.  I've tried everything from Yum Dingers, Wacky Worms, Crankbaits, spinner baits, finesse worms, etc., and nothing has worked all that great.  I tried this brown magic swim baits and man do they work.  The best set up for me is to either Texas rig them or rig them with a weedless hook with no weight at all, just slowing working it with a twitch and letting the bait fall.  In just an hour's worth of fishing I usually get 10-15 strikes and catch about half of those.  Awesome lure, thank you!
",5.0
B07SR1PT98,R1GWERJJF70WF6,"
Excellent trailer bait
","
I liked the reaction on post spawn bass using jigheads
",5.0
B07SR1PT98,R18KUF4636H3HR,"
Great
","
You get alot of action out of these. Great for bass and crappie.
",5.0
B07SR1PT98,R29YB9FXKOL2FJ,"
Come pre-opened
","
The item was already opened inside the shipping bag. The count was correct,  but had already been opened.
",3.0
B07SR1PT98,R2R5ZC23O732V0,"
Cheaper, more durable than Keitechs
","
These slay. I prefer the 3 inch. Similar profile to Keitechs but more durable
",5.0
B07SR1PT98,RS4MX77N8UW2Z,"
Good Value Purchase
","
Decent quality,  colors are consistent, catches fish.These baits don't have that shiny, light oily sheen that Keitech baits do, but I have been successful in using them on dropshot rigs and catching some nice bass.  I think they are a worthwhile purchase.
",5.0
B07SR1PT98,R28XML15H1A0HE,"
Fire
","
Fire
",5.0
B07SR1PT98,R1ZN3Q99HBZW96,"
Great for the price
","
I got the 2 inch ones paired with a 1/16 oz jig head and they have a great action that is sure to catch me some nice panfish in the spring.
",4.0
B07SR1PT98,R33VK82CTWBYPR,"
Perfect size for a variety of fish.
","
Great soft plastic bait!!  First time out with these and did well catching walleye. Nice action in the water.
",5.0
B07SR1PT98,R3J5KS3RS7LRSM,"
Good quality awesome customer service.
","
Im very pleased with the durability of these swimbaits. After catching 5-6 fish I finally had to hook on another one. The action is nice, you can feel and see the vibrations on the tip of your rod as you work the bait through the water. Highly recommend using as a trailer on a swim jig!
",5.0
B07SR1PT98,R1GOIZQRUPKEIV,"
High Priced
","
Great lure.  Price has gone up though.  Might have to look for something else.
",3.0
B07SR1PT98,R20YYLY5CM7MBG,"
the best bang for your buck!
","
I love that for this good of a price you get so much product! They are just as good as any other swimbait on the market, but you get a ton of them in a package! Awesome product!
",5.0
B07SR1PT98,R26T1Q7PLTC7WI,"
Awesome
","
Just as good as more expensive brands!
",5.0
B07SR1PT98,R2HUEK9NRGHXMG,"
Good
","
Works as stated, Good item
",4.0
B07SR1PT98,R1CZ0J88SQ6DTE,"
Size 4” works great on stripers
","
Awesome swimbaits. They have great action in the water and the glitter sparkle with reflection. Caught two stripers with them so far. I recommend pairing these with 1.5oz. Jighead for casting distance.
",5.0
B07SR1PT98,RHHFEMWNER0FM,"
They work very well on a swim bait head or lead head
","
I love these baits! Just like everything else I have ordered from runcl I have not been disappointed yet! These baits put fish on the bank!! They are very life like and have very good action I will be ordering many more bits form this company highly recommended!!!!
",5.0
B07SR1PT98,R3LGDH77GFH43R,"
Get it now especially if you like finesse fishing
","
Was skeptical buying it, but so worth it! Just received it and decided to take it out, got this tank!Finesse fishing at its finest! Beautiful bait, durable, lots of paddle on the tail. Actions perfect
",5.0
B07SR1PT98,RIHPJ6DBND9F8,"
Best lure ever!!!!
","
Tha ability best lure I have ever found for bass. I have caught baby bass and 5lbers on this swim bait!
",5.0
B07SR1PT98,ROMP6AJ8Y90CT,"
It works and catches fish
","
First cast immediate hit and fish caught. Using in pond where nothing else provided results, used 2 inch and am catching smaller fish. Will order 4 inch as recommended by others
",5.0
B07SR1PT98,R3D2GPUQDII13L,"
Awesome product
","
The bass killed them this year.  Used it weedless with a weighted hook  It did a great job!
",5.0
B07SR1PT98,R22MUYJLI35MIU,"
almost as good as keitech
","
great for most fish... cheaper clone of keitech for about 1/8 of the price. the value here is absolutely crazy
",5.0
B07SR1PT98,R18EHMRBC4RTU8,"
Great action!
","
Great action and good color even in murky water.
",5.0
B07SR1PT98,R1NXMTY2JFNWMC,"
Good action and not to hard or to soft
","
I was worried about these being cramped in the package causing the tails to run crooked but these are running very well. Definitely would buy more as these holding up good for A rigs.
",5.0
B07SR1PT98,R2SO1KAL5URL5F,"
Awesome value for these!
","
Just as good and much cheaper than other high end brands!
",4.0
B07SR1PT98,R2OB9Q2W67OBIV,"
Good lure
","
Great little lure for the money.
",5.0
B07SR1PT98,R4UF4CDEKOOEY,"
Swims horribly
","
Bought these because they’re cheap and figured why not give them a shot. Rigged them up and have them a swim test. Swam horribly. Tail is too soft or something.  Tail folds over and gives next to no action.  Just stick with keitech, these aren’t worth it.
",1.0
B07SR1PT98,R2SLIKVO76WI51,"
A simple and effective lure
","
These lures are great. They feel different than your typical plastic lures, not sure if the mix they use is the same but the action is wonderful. They really wiggle with the slightest tug of the rod or retrieve.
",5.0
B07SR1PT98,R3SMT306UTCBVY,"
Good swimbait
","
Worked great for crappie and bass.very durable
",5.0
B07SR1PT98,R2SMMAFFW7G48S,"
Good bait!
","
Got the 4"" red ones. Seem to be just as good as the ones that cost 3x as much. Several bites did not tear it up. Put a little pro cure scent on it caught this flounder 1st cast!
",5.0
B07SR1PT98,R3HFPLYACXJ92M,"
Fast shipping, good product
","
I like the amount and quality for the price.
",5.0
B07SR1PT98,R3HI7M94212G7G,"
fish food
","
add a little muster & taste good
",5.0
B07SR1PT98,RJBDQN0QP8YYC,"
Great baits for Striper.
","
Great swimbait for the price. First time using them for Striper was successful. Action is focused mainly on the tail, not a lot of body wobble.
",5.0
B07SR1PT98,R9EFH6K9Z7P4U,"
Works great
","
Works greats soft
",5.0
B07SR1PT98,R184YXGKWAW4G4,"
Small
","
Smaller then I expected but they will work
",3.0
B07SR1PT98,R3K5N2G28HI2UZ,"
Works
","
Works
",5.0
B07SR1PT98,R2X4L5GN6KMNUV,"
I think it will be a good bait for Picock bass
","
I haven’t used this item Cov-19, but I am confident it will be good bait
",3.0
B07SR1PT98,R3GLKMCLJ3A17C,"
White bass crack
","
These things are the best for white bass
",5.0
B07SR1PT98,R12NY54Q92OHRA,"
Great value.
","
Great swimming acton and very durable.
",5.0
B07SR1PT98,R3S47AFIL6YOP7,"
great bait
","
we use them on jigs and as trailer baits on other lures
",5.0
B07SR1PT98,RXMGLRPZYMYZW,"
Appearance
","
Look good.  Have not tryed them on the water.
",5.0
B07SR1PT98,R3LZGQG53P861B,"
Awesome puchase
","
My husband loved them and so did the bass.
",5.0
B07SR1PT98,RIZMMMPGA9BSJ,"
Awesome value
","
Look great at a fraction of the price of other similar brands.
",5.0
B07SR1PT98,R21J3TRJ4G0PO8,"
Great assortment
","
Excellent price for quality product.
",5.0
B07SR1PT98,R1BJZ8CE30FG51,"
Price gouging.
","
They where great baits when the price was half of what it is now. They catch fish just. Is now cheaper to get a brand name brand. Definitely recommend if the prices drop again.
",1.0
B07SR1PT98,R3U49ON9RTE2Q4,"
Price went up by DOUBLE,not worth it anymore.
","
When I first purchased these,they were $8.99 for 40 of the 2 inch. They work great. But now they are $16. No thanks!!!. I'll just keep going to Cabelas for name brands for even cheaper
",1.0
B07SR1PT98,R1K6VPV050X3ES,"
Great product
","
I like these little swimmers for the Chicago bass they hit them hard
",5.0
B07SR1PT98,R14B3M17Y7A3W,"
GREAT
","
I have caught lots of bass on these when nothing else was working. Great swimmers.
",5.0
B07SR1PT98,RMAF1ENPPKY0L,"
Love the paddle tails!
","
Love the paddle tails on these baits! Caught plenty of Bass on them!
",5.0
B07SR1PT98,R1G6L4SKWFW4UC,"
Great!
","
Just what we wanted!
",5.0
B07SR1PT98,R3OWAAL9KB8K67,"
Semi-happy
","
Actual size don’t not match Description
",3.0
B07SR1PT98,R3B5ERLD9JZP5M,"
Great bait
","
Largemouth just love swim baits. Easy to use and made with great quality rubber.
",5.0
B07SR1PT98,R1UU5FPMKAJ1SE,"
good buy work great
","
wow great item , my friends use my bait now
",5.0
B07SR1PT98,R3R90TZI5BF7M5,"
Great quality
","
Bad ass swimbait great colors can’t wait to use it
",5.0
B07SR1PT98,RXWC6GRR8ZM4P,"
Here fishy fishy
","
Nice blend of color and full of eye catching glitter.
",5.0
B07SR1PT98,R3GCCOQKHZ2IAM,"
Looks awesome
","
Looks awesome. Can’t wait to Use
",5.0
B07SR1PT98,R71A1114UZZ7A,"
Great colors and action
","
Excellent bait for red fish and snook
",5.0
B07SR1PT98,RXF04JLJWMDPS,"
Good for jigging
","
These are great and great price
",5.0
B07SR1PT98,R24C61Q2EWF977,"
Suuper skinny
","
These are really skinny. Skinnier than the keitech 2.8
",2.0
B07SR1PT98,R6D92PMILJIQ2,"
❤🎣🐟💯✍🏾
","
🎣🐟😎❤ they are great💯🎣🐟💪🏾
",5.0
B07SR1PT98,R1FFANGRXGFW3U,"
love it
","
very good  I like it.
",5.0
B07SR1PT98,R2ML8ESYQV5EYK,"
Great Swimbaits
","
Good plastic. The ribbed design is great.
",5.0
B07SR1PT98,R1IO1YJF77OGDH,"
Alway Good Quality
","
Runcl always makes good products.
",5.0
B07SR1PT98,R3V104WM6RRH1,"
Junk
","
Trash
",1.0
B07SR1PT98,R2GNT2JWEUZE4A,"
👍
","
👍
",5.0
B07SR1PT98,R2P4TH4M0U3P0W,"
5star that is all
","
5star that is all
",5.0
B07SR1PT98,R3AVLI8DDAIA9Y,"
Expensive n break easily
","
Ok
",1.0
B07SR1PT98,R1BU9H2PV9Y0U9,"
These are my #1 baits
","
These baits are easily responsible for 90% of my catches. I always carry 2 rods when I firsh. One is to try different baits, the other always has a Runcl Swimbait tied on, at all times.
",5.0
B07SR1PT98,R1P3N9WIDQVTOL,"
Good value and quality
","
Great for freshwater largemouth or saltwater calico or sand bass. No need to pay twice as much for something that works equally as good as more expensive alternatives.
",5.0
B07SR1PT98,RECWUB8VIBZWB,"
Paddle tail swimbait
","
Just received the paddle tail swimbait in the mail.  They look awesome and I can't wait to go catch some fish on them!
",5.0
B07SR1PT98,R2R8S23OFSWM3R,"
Great Action
","
Have great action and hold up to multiple fish. Great quality to value. Would buy again.
",5.0
B07SR1PT98,R2274T5Y0IAYLL,"
Great product for 🎣
","
Works great!!!! Caught lots of surf perch....
",5.0
B07SR1PT98,R35CVLPPCFZJDN,"
Good swimbait
","
They actually pretty good, still boiled them for more action but seems good quality.
",5.0
B07SR1PT98,R1VXA4TYPS7WKX,"
legit
","
awesome
",5.0
B07SR1PT98,R3VKIKNLIZY1D5,"
Great
","
It is great!
",5.0
B07SR1PT98,R50P3INB8R4LU,"
Very good!
","
Been fishing with these for few weeks now. Very impressed with quality and durability. I wish the had a better color selections.
",5.0
